Grid Size ,24
 NULL, NodeType, GridX, GridY, Length, Width, Height, PosX, PosY, PosZ
0,1,12,5,2.0833339691,2.08333161573,0,13.5416660308,1.04166577706,0
0,1,13,5,2.0833339691,2.08333349228,0,13.5416660308,3.12499833107,0
0,1,14,5,2.0833339691,2.08333349228,0,13.5416660308,5.20833182335,0
0,1,14,4,2.0833330155,2.08333349228,0,15.6249995231,5.20833182335,0
0,0,13,5,2.0833339691,2.08333349228,0,13.5416660308,3.12499833107,0
0,1,14,4,2.0833330155,2.08333349228,0,15.6249995231,5.20833182335,0
0,1,13,4,2.0833330155,2.08333349228,0,15.6249995231,3.12499833107,0
0,1,12,4,2.0833330155,2.08333161573,0,15.6249995231,1.04166577706,0
0,1,12,5,2.0833339691,2.08333161573,0,13.5416660308,1.04166577706,0
0,1,12,6,2.0833330154,2.08333161573,0,11.4583325386,1.04166577706,0
0,1,13,6,2.0833330154,2.08333349228,0,11.4583325386,3.12499833107,0
0,1,14,6,2.0833330154,2.08333349228,0,11.4583325386,5.20833182335,0
0,1,14,5,2.0833339691,2.08333349228,0,13.5416660308,5.20833182335,0
0,0,13,6,2.0833330154,2.08333349228,0,11.4583325386,3.12499833107,0
0,1,14,5,2.0833339691,2.08333349228,0,13.5416660308,5.20833182335,0
0,1,13,5,2.0833339691,2.08333349228,0,13.5416660308,3.12499833107,0
0,1,12,5,2.0833339691,2.08333161573,0,13.5416660308,1.04166577706,0
0,1,12,6,2.0833330154,2.08333161573,0,11.4583325386,1.04166577706,0
0,1,12,7,2.08333396913,2.08333161573,0,9.37499904633,1.04166577706,0
0,1,13,7,2.08333396913,2.08333349228,0,9.37499904633,3.12499833107,0
0,1,14,7,2.08333396913,2.08333349228,0,9.37499904633,5.20833182335,0
0,1,14,6,2.0833330154,2.08333349228,0,11.4583325386,5.20833182335,0
0,0,13,7,2.08333396913,2.08333349228,0,9.37499904633,3.12499833107,0
0,1,14,6,2.0833330154,2.08333349228,0,11.4583325386,5.20833182335,0
0,1,13,6,2.0833330154,2.08333349228,0,11.4583325386,3.12499833107,0
0,1,12,6,2.0833330154,2.08333161573,0,11.4583325386,1.04166577706,0
0,1,12,7,2.08333396913,2.08333161573,0,9.37499904633,1.04166577706,0
0,1,12,8,2.08333349228,2.08333161573,0,7.29166531563,1.04166577706,0
0,1,13,8,2.08333349228,2.08333349228,0,7.29166531563,3.12499833107,0
0,1,14,8,2.08333349228,2.08333349228,0,7.29166531563,5.20833182335,0
0,1,14,7,2.08333396913,2.08333349228,0,9.37499904633,5.20833182335,0
0,0,13,8,2.08333349228,2.08333349228,0,7.29166531563,3.12499833107,0
0,1,14,7,2.08333396913,2.08333349228,0,9.37499904633,5.20833182335,0
0,1,13,7,2.08333396913,2.08333349228,0,9.37499904633,3.12499833107,0
0,1,12,7,2.08333396913,2.08333161573,0,9.37499904633,1.04166577706,0
0,1,12,8,2.08333349228,2.08333161573,0,7.29166531563,1.04166577706,0
0,1,12,9,2.08333349228,2.08333161573,0,5.20833182335,1.04166577706,0
0,1,13,9,2.08333349228,2.08333349228,0,5.20833182335,3.12499833107,0
0,1,14,9,2.08333349228,2.08333349228,0,5.20833182335,5.20833182335,0
0,1,14,8,2.08333349228,2.08333349228,0,7.29166531563,5.20833182335,0
0,0,13,9,2.08333349228,2.08333349228,0,5.20833182335,3.12499833107,0
0,1,14,8,2.08333349228,2.08333349228,0,7.29166531563,5.20833182335,0
0,1,13,8,2.08333349228,2.08333349228,0,7.29166531563,3.12499833107,0
0,1,12,8,2.08333349228,2.08333161573,0,7.29166531563,1.04166577706,0
0,1,12,9,2.08333349228,2.08333161573,0,5.20833182335,1.04166577706,0
0,1,12,10,2.08333349228,2.08333161573,0,3.12499833107,1.04166577706,0
0,1,13,10,2.08333349228,2.08333349228,0,3.12499833107,3.12499833107,0
0,1,14,10,2.08333349228,2.08333349228,0,3.12499833107,5.20833182335,0
0,1,14,9,2.08333349228,2.08333349228,0,5.20833182335,5.20833182335,0
0,0,13,10,2.08333349228,2.08333349228,0,3.12499833107,3.12499833107,0
0,1,14,9,2.08333349228,2.08333349228,0,5.20833182335,5.20833182335,0
0,1,13,9,2.08333349228,2.08333349228,0,5.20833182335,3.12499833107,0
0,1,12,9,2.08333349228,2.08333161573,0,5.20833182335,1.04166577706,0
0,1,12,10,2.08333349228,2.08333161573,0,3.12499833107,1.04166577706,0
0,1,12,11,2.08333161573,2.08333161573,0,1.04166577706,1.04166577706,0
0,1,13,11,2.08333161573,2.08333349228,0,1.04166577706,3.12499833107,0
0,1,14,11,2.08333161573,2.08333349228,0,1.04166577706,5.20833182335,0
0,1,14,10,2.08333349228,2.08333349228,0,3.12499833107,5.20833182335,0
0,0,13,11,2.08333161573,2.08333349228,0,1.04166577706,3.12499833107,0
0,1,14,10,2.08333349228,2.08333349228,0,3.12499833107,5.20833182335,0
0,1,13,10,2.08333349228,2.08333349228,0,3.12499833107,3.12499833107,0
0,1,12,10,2.08333349228,2.08333161573,0,3.12499833107,1.04166577706,0
0,1,12,11,2.08333161573,2.08333161573,0,1.04166577706,1.04166577706,0
0,1,12,12,2.08333513041,2.08333161573,0,1.04166759601,1.04166577706,0
0,1,13,12,2.08333513041,2.08333349228,0,1.04166759601,3.12499833107,0
0,1,14,12,2.08333513041,2.08333349228,0,1.04166759601,5.20833182335,0
0,1,14,11,2.08333161573,2.08333349228,0,1.04166577706,5.20833182335,0
0,0,13,12,2.08333513041,2.08333349228,0,1.04166759601,3.12499833107,0
0,1,14,11,2.08333161573,2.08333349228,0,1.04166577706,5.20833182335,0
0,1,13,11,2.08333161573,2.08333349228,0,1.04166577706,3.12499833107,0
0,1,12,11,2.08333161573,2.08333161573,0,1.04166577706,1.04166577706,0
0,1,12,12,2.08333513041,2.08333161573,0,1.04166759601,1.04166577706,0
0,1,12,13,2.0833337307,2.08333161573,0,3.12500202656,1.04166577706,0
0,1,13,13,2.0833337307,2.08333349228,0,3.12500202656,3.12499833107,0
0,1,14,13,2.0833337307,2.08333349228,0,3.12500202656,5.20833182335,0
0,1,14,12,2.08333513041,2.08333349228,0,1.04166759601,5.20833182335,0
0,0,13,13,2.0833337307,2.08333349228,0,3.12500202656,3.12499833107,0
0,1,14,12,2.08333513041,2.08333349228,0,1.04166759601,5.20833182335,0
0,1,13,12,2.08333513041,2.08333349228,0,1.04166759601,3.12499833107,0
0,1,12,12,2.08333513041,2.08333161573,0,1.04166759601,1.04166577706,0
0,1,12,13,2.0833337307,2.08333161573,0,3.12500202656,1.04166577706,0
0,1,12,14,2.08333349228,2.08333161573,0,5.20833563805,1.04166577706,0
0,1,13,14,2.08333349228,2.08333349228,0,5.20833563805,3.12499833107,0
0,1,14,14,2.08333349228,2.08333349228,0,5.20833563805,5.20833182335,0
0,1,14,13,2.0833337307,2.08333349228,0,3.12500202656,5.20833182335,0
0,0,13,14,2.08333349228,2.08333349228,0,5.20833563805,3.12499833107,0
0,1,14,13,2.0833337307,2.08333349228,0,3.12500202656,5.20833182335,0
0,1,13,13,2.0833337307,2.08333349228,0,3.12500202656,3.12499833107,0
0,1,12,13,2.0833337307,2.08333161573,0,3.12500202656,1.04166577706,0
0,1,12,14,2.08333349228,2.08333161573,0,5.20833563805,1.04166577706,0
0,1,12,15,2.08333349227,2.08333161573,0,7.29166913032,1.04166577706,0
0,1,13,15,2.08333349227,2.08333349228,0,7.29166913032,3.12499833107,0
0,1,14,15,2.08333349227,2.08333349228,0,7.29166913032,5.20833182335,0
0,1,14,14,2.08333349228,2.08333349228,0,5.20833563805,5.20833182335,0
0,0,13,15,2.08333349227,2.08333349228,0,7.29166913032,3.12499833107,0
0,1,14,14,2.08333349228,2.08333349228,0,5.20833563805,5.20833182335,0
0,1,13,14,2.08333349228,2.08333349228,0,5.20833563805,3.12499833107,0
0,1,12,14,2.08333349228,2.08333161573,0,5.20833563805,1.04166577706,0
0,1,12,15,2.08333349227,2.08333161573,0,7.29166913032,1.04166577706,0
0,1,12,16,2.08333396914,2.08333161573,0,9.37500286103,1.04166577706,0
0,1,13,16,2.08333396914,2.08333349228,0,9.37500286103,3.12499833107,0
0,1,14,16,2.08333396914,2.08333349228,0,9.37500286103,5.20833182335,0
0,1,14,15,2.08333349227,2.08333349228,0,7.29166913032,5.20833182335,0
0,0,13,16,2.08333396914,2.08333349228,0,9.37500286103,3.12499833107,0
0,1,14,15,2.08333349227,2.08333349228,0,7.29166913032,5.20833182335,0
0,1,13,15,2.08333349227,2.08333349228,0,7.29166913032,3.12499833107,0
0,1,12,15,2.08333349227,2.08333161573,0,7.29166913032,1.04166577706,0
0,1,12,16,2.08333396914,2.08333161573,0,9.37500286103,1.04166577706,0
0,1,12,17,2.0833330154,2.08333161573,0,11.4583363533,1.04166577706,0
0,1,13,17,2.0833330154,2.08333349228,0,11.4583363533,3.12499833107,0
0,1,14,17,2.0833330154,2.08333349228,0,11.4583363533,5.20833182335,0
0,1,14,16,2.08333396914,2.08333349228,0,9.37500286103,5.20833182335,0
0,0,13,17,2.0833330154,2.08333349228,0,11.4583363533,3.12499833107,0
0,1,14,16,2.08333396914,2.08333349228,0,9.37500286103,5.20833182335,0
0,1,13,16,2.08333396914,2.08333349228,0,9.37500286103,3.12499833107,0
0,1,12,16,2.08333396914,2.08333161573,0,9.37500286103,1.04166577706,0
0,1,12,17,2.0833330154,2.08333161573,0,11.4583363533,1.04166577706,0
0,1,12,18,2.0833330155,2.08333161573,0,13.5416693688,1.04166577706,0
0,1,13,18,2.0833330155,2.08333349228,0,13.5416693688,3.12499833107,0
0,1,14,18,2.0833330155,2.08333349228,0,13.5416693688,5.20833182335,0
0,1,14,17,2.0833330154,2.08333349228,0,11.4583363533,5.20833182335,0
0,0,13,18,2.0833330155,2.08333349228,0,13.5416693688,3.12499833107,0
0,1,14,17,2.0833330154,2.08333349228,0,11.4583363533,5.20833182335,0
0,1,13,17,2.0833330154,2.08333349228,0,11.4583363533,3.12499833107,0
0,1,12,17,2.0833330154,2.08333161573,0,11.4583363533,1.04166577706,0
0,1,12,18,2.0833330155,2.08333161573,0,13.5416693688,1.04166577706,0
0,1,12,19,2.0833320617,2.08333161573,0,15.6250019074,1.04166577706,0
0,1,13,19,2.0833320617,2.08333349228,0,15.6250019074,3.12499833107,0
0,1,14,19,2.0833320617,2.08333349228,0,15.6250019074,5.20833182335,0
0,1,14,18,2.0833330155,2.08333349228,0,13.5416693688,5.20833182335,0
0,0,13,19,2.0833320617,2.08333349228,0,15.6250019074,3.12499833107,0
0,1,14,18,2.0833330155,2.08333349228,0,13.5416693688,5.20833182335,0
0,1,13,18,2.0833330155,2.08333349228,0,13.5416693688,3.12499833107,0
0,1,12,18,2.0833330155,2.08333161573,0,13.5416693688,1.04166577706,0
0,1,12,19,2.0833320617,2.08333161573,0,15.6250019074,1.04166577706,0
0,1,12,20,2.0833339691,2.08333161573,0,17.7083349227,1.04166577706,0
0,1,13,20,2.0833339691,2.08333349228,0,17.7083349227,3.12499833107,0
0,1,14,20,2.0833339691,2.08333349228,0,17.7083349227,5.20833182335,0
0,1,14,19,2.0833320617,2.08333349228,0,15.6250019074,5.20833182335,0
0,0,13,20,2.0833339691,2.08333349228,0,17.7083349227,3.12499833107,0
0,1,14,19,2.0833320617,2.08333349228,0,15.6250019074,5.20833182335,0
0,1,13,19,2.0833320617,2.08333349228,0,15.6250019074,3.12499833107,0
0,1,12,19,2.0833320617,2.08333161573,0,15.6250019074,1.04166577706,0
0,1,12,20,2.0833339691,2.08333161573,0,17.7083349227,1.04166577706,0
0,1,12,21,2.0833320618,2.08333161573,0,19.7916679382,1.04166577706,0
0,1,13,21,2.0833320618,2.08333349228,0,19.7916679382,3.12499833107,0
0,1,14,21,2.0833320618,2.08333349228,0,19.7916679382,5.20833182335,0
0,1,14,20,2.0833339691,2.08333349228,0,17.7083349227,5.20833182335,0
0,0,13,21,2.0833320618,2.08333349228,0,19.7916679382,3.12499833107,0
0,1,14,20,2.0833339691,2.08333349228,0,17.7083349227,5.20833182335,0
0,1,13,20,2.0833339691,2.08333349228,0,17.7083349227,3.12499833107,0
0,1,12,20,2.0833339691,2.08333161573,0,17.7083349227,1.04166577706,0
0,1,12,21,2.0833320618,2.08333161573,0,19.7916679382,1.04166577706,0
0,1,12,22,2.0833339691,2.08333161573,0,21.8750009537,1.04166577706,0
0,1,13,22,2.0833339691,2.08333349228,0,21.8750009537,3.12499833107,0
0,1,14,22,2.0833339691,2.08333349228,0,21.8750009537,5.20833182335,0
0,1,14,21,2.0833320618,2.08333349228,0,19.7916679382,5.20833182335,0
0,0,13,22,2.0833339691,2.08333349228,0,21.8750009537,3.12499833107,0
0,1,14,21,2.0833320618,2.08333349228,0,19.7916679382,5.20833182335,0
0,1,13,21,2.0833320618,2.08333349228,0,19.7916679382,3.12499833107,0
0,1,12,21,2.0833320618,2.08333161573,0,19.7916679382,1.04166577706,0
0,1,12,22,2.0833339691,2.08333161573,0,21.8750009537,1.04166577706,0
0,1,12,23,2.0833320618,2.08333161573,0,23.9583339691,1.04166577706,0
0,1,13,23,2.0833320618,2.08333349228,0,23.9583339691,3.12499833107,0
0,1,14,23,2.0833320618,2.08333349228,0,23.9583339691,5.20833182335,0
0,1,14,22,2.0833339691,2.08333349228,0,21.8750009537,5.20833182335,0
0,0,13,23,2.0833320618,2.08333349228,0,23.9583339691,3.12499833107,0
0,1,14,22,2.0833339691,2.08333349228,0,21.8750009537,5.20833182335,0
0,1,13,22,2.0833339691,2.08333349228,0,21.8750009537,3.12499833107,0
0,1,12,22,2.0833339691,2.08333161573,0,21.8750009537,1.04166577706,0
0,1,12,23,2.0833320618,2.08333161573,0,23.9583339691,1.04166577706,0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0,1,14,23,2.0833320618,2.08333349228,0,23.9583339691,5.20833182335,0
0,0,14,0,2.0833320618,2.08333349228,0,23.9583301544,5.20833182335,0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0,1,13,0,2.0833320618,2.08333349228,0,23.9583301544,3.12499833107,0
0,1,13,1,2.0833320617,2.08333349228,0,21.8749980926,3.12499833107,0
0,1,14,1,2.0833320617,2.08333349228,0,21.8749980926,5.20833182335,0
0,1,15,1,2.0833320617,2.08333349228,0,21.8749980926,7.29166531563,0
0,1,15,0,2.0833320618,2.08333349228,0,23.9583301544,7.29166531563,0
0,0,14,1,2.0833320617,2.08333349228,0,21.8749980926,5.20833182335,0
0,1,15,0,2.0833320618,2.08333349228,0,23.9583301544,7.29166531563,0
0,1,14,0,2.0833320618,2.08333349228,0,23.9583301544,5.20833182335,0
0,1,13,0,2.0833320618,2.08333349228,0,23.9583301544,3.12499833107,0
0,1,13,1,2.0833320617,2.08333349228,0,21.8749980926,3.12499833107,0
0,1,13,2,2.0833339691,2.08333349228,0,19.7916650773,3.12499833107,0
0,1,14,2,2.0833339691,2.08333349228,0,19.7916650773,5.20833182335,0
0,1,15,2,2.0833339691,2.08333349228,0,19.7916650773,7.29166531563,0
0,1,15,1,2.0833320617,2.08333349228,0,21.8749980926,7.29166531563,0
0,0,14,2,2.0833339691,2.08333349228,0,19.7916650773,5.20833182335,0
0,1,15,1,2.0833320617,2.08333349228,0,21.8749980926,7.29166531563,0
0,1,14,1,2.0833320617,2.08333349228,0,21.8749980926,5.20833182335,0
0,1,13,1,2.0833320617,2.08333349228,0,21.8749980926,3.12499833107,0
0,1,13,2,2.0833339691,2.08333349228,0,19.7916650773,3.12499833107,0
0,1,13,3,2.0833320618,2.08333349228,0,17.7083320618,3.12499833107,0
0,1,14,3,2.0833320618,2.08333349228,0,17.7083320618,5.20833182335,0
0,1,15,3,2.0833320618,2.08333349228,0,17.7083320618,7.29166531563,0
0,1,15,2,2.0833339691,2.08333349228,0,19.7916650773,7.29166531563,0
0,0,14,3,2.0833320618,2.08333349228,0,17.7083320618,5.20833182335,0
0,1,15,2,2.0833339691,2.08333349228,0,19.7916650773,7.29166531563,0
0,1,14,2,2.0833339691,2.08333349228,0,19.7916650773,5.20833182335,0
0,1,13,2,2.0833339691,2.08333349228,0,19.7916650773,3.12499833107,0
0,1,13,3,2.0833320618,2.08333349228,0,17.7083320618,3.12499833107,0
0,1,13,4,2.0833330155,2.08333349228,0,15.6249995231,3.12499833107,0
0,1,14,4,2.0833330155,2.08333349228,0,15.6249995231,5.20833182335,0
0,1,15,4,2.0833330155,2.08333349228,0,15.6249995231,7.29166531563,0
0,1,15,3,2.0833320618,2.08333349228,0,17.7083320618,7.29166531563,0
0,0,14,4,2.0833330155,2.08333349228,0,15.6249995231,5.20833182335,0
0,1,15,3,2.0833320618,2.08333349228,0,17.7083320618,7.29166531563,0
0,1,14,3,2.0833320618,2.08333349228,0,17.7083320618,5.20833182335,0
0,1,13,3,2.0833320618,2.08333349228,0,17.7083320618,3.12499833107,0
0,1,13,4,2.0833330155,2.08333349228,0,15.6249995231,3.12499833107,0
0,1,13,5,2.0833339691,2.08333349228,0,13.5416660308,3.12499833107,0
0,1,14,5,2.0833339691,2.08333349228,0,13.5416660308,5.20833182335,0
0,1,15,5,2.0833339691,2.08333349228,0,13.5416660308,7.29166531563,0
0,1,15,4,2.0833330155,2.08333349228,0,15.6249995231,7.29166531563,0
0,0,14,5,2.0833339691,2.08333349228,0,13.5416660308,5.20833182335,0
0,1,15,4,2.0833330155,2.08333349228,0,15.6249995231,7.29166531563,0
0,1,14,4,2.0833330155,2.08333349228,0,15.6249995231,5.20833182335,0
0,1,13,4,2.0833330155,2.08333349228,0,15.6249995231,3.12499833107,0
0,1,13,5,2.0833339691,2.08333349228,0,13.5416660308,3.12499833107,0
0,1,13,6,2.0833330154,2.08333349228,0,11.4583325386,3.12499833107,0
0,1,14,6,2.0833330154,2.08333349228,0,11.4583325386,5.20833182335,0
0,1,15,6,2.0833330154,2.08333349228,0,11.4583325386,7.29166531563,0
0,1,15,5,2.0833339691,2.08333349228,0,13.5416660308,7.29166531563,0
0,0,14,6,2.0833330154,2.08333349228,0,11.4583325386,5.20833182335,0
0,1,15,5,2.0833339691,2.08333349228,0,13.5416660308,7.29166531563,0
0,1,14,5,2.0833339691,2.08333349228,0,13.5416660308,5.20833182335,0
0,1,13,5,2.0833339691,2.08333349228,0,13.5416660308,3.12499833107,0
0,1,13,6,2.0833330154,2.08333349228,0,11.4583325386,3.12499833107,0
0,1,13,7,2.08333396913,2.08333349228,0,9.37499904633,3.12499833107,0
0,1,14,7,2.08333396913,2.08333349228,0,9.37499904633,5.20833182335,0
0,1,15,7,2.08333396913,2.08333349228,0,9.37499904633,7.29166531563,0
0,1,15,6,2.0833330154,2.08333349228,0,11.4583325386,7.29166531563,0
0,0,14,7,2.08333396913,2.08333349228,0,9.37499904633,5.20833182335,0
0,1,15,6,2.0833330154,2.08333349228,0,11.4583325386,7.29166531563,0
0,1,14,6,2.0833330154,2.08333349228,0,11.4583325386,5.20833182335,0
0,1,13,6,2.0833330154,2.08333349228,0,11.4583325386,3.12499833107,0
0,1,13,7,2.08333396913,2.08333349228,0,9.37499904633,3.12499833107,0
0,1,13,8,2.08333349228,2.08333349228,0,7.29166531563,3.12499833107,0
0,1,14,8,2.08333349228,2.08333349228,0,7.29166531563,5.20833182335,0
0,1,15,8,2.08333349228,2.08333349228,0,7.29166531563,7.29166531563,0
0,1,15,7,2.08333396913,2.08333349228,0,9.37499904633,7.29166531563,0
0,0,14,8,2.08333349228,2.08333349228,0,7.29166531563,5.20833182335,0
0,1,15,7,2.08333396913,2.08333349228,0,9.37499904633,7.29166531563,0
0,1,14,7,2.08333396913,2.08333349228,0,9.37499904633,5.20833182335,0
0,1,13,7,2.08333396913,2.08333349228,0,9.37499904633,3.12499833107,0
0,1,13,8,2.08333349228,2.08333349228,0,7.29166531563,3.12499833107,0
0,1,13,9,2.08333349228,2.08333349228,0,5.20833182335,3.12499833107,0
0,1,14,9,2.08333349228,2.08333349228,0,5.20833182335,5.20833182335,0
0,1,15,9,2.08333349228,2.08333349228,0,5.20833182335,7.29166531563,0
0,1,15,8,2.08333349228,2.08333349228,0,7.29166531563,7.29166531563,0
0,0,14,9,2.08333349228,2.08333349228,0,5.20833182335,5.20833182335,0
0,1,15,8,2.08333349228,2.08333349228,0,7.29166531563,7.29166531563,0
0,1,14,8,2.08333349228,2.08333349228,0,7.29166531563,5.20833182335,0
0,1,13,8,2.08333349228,2.08333349228,0,7.29166531563,3.12499833107,0
0,1,13,9,2.08333349228,2.08333349228,0,5.20833182335,3.12499833107,0
0,1,13,10,2.08333349228,2.08333349228,0,3.12499833107,3.12499833107,0
0,1,14,10,2.08333349228,2.08333349228,0,3.12499833107,5.20833182335,0
0,1,15,10,2.08333349228,2.08333349228,0,3.12499833107,7.29166531563,0
0,1,15,9,2.08333349228,2.08333349228,0,5.20833182335,7.29166531563,0
0,0,14,10,2.08333349228,2.08333349228,0,3.12499833107,5.20833182335,0
0,1,15,9,2.08333349228,2.08333349228,0,5.20833182335,7.29166531563,0
0,1,14,9,2.08333349228,2.08333349228,0,5.20833182335,5.20833182335,0
0,1,13,9,2.08333349228,2.08333349228,0,5.20833182335,3.12499833107,0
0,1,13,10,2.08333349228,2.08333349228,0,3.12499833107,3.12499833107,0
0,1,13,11,2.08333161573,2.08333349228,0,1.04166577706,3.12499833107,0
0,1,14,11,2.08333161573,2.08333349228,0,1.04166577706,5.20833182335,0
0,1,15,11,2.08333161573,2.08333349228,0,1.04166577706,7.29166531563,0
0,1,15,10,2.08333349228,2.08333349228,0,3.12499833107,7.29166531563,0
0,0,14,11,2.08333161573,2.08333349228,0,1.04166577706,5.20833182335,0
0,1,15,10,2.08333349228,2.08333349228,0,3.12499833107,7.29166531563,0
0,1,14,10,2.08333349228,2.08333349228,0,3.12499833107,5.20833182335,0
0,1,13,10,2.08333349228,2.08333349228,0,3.12499833107,3.12499833107,0
0,1,13,11,2.08333161573,2.08333349228,0,1.04166577706,3.12499833107,0
0,1,13,12,2.08333513041,2.08333349228,0,1.04166759601,3.12499833107,0
0,1,14,12,2.08333513041,2.08333349228,0,1.04166759601,5.20833182335,0
0,1,15,12,2.08333513041,2.08333349228,0,1.04166759601,7.29166531563,0
0,1,15,11,2.08333161573,2.08333349228,0,1.04166577706,7.29166531563,0
0,0,14,12,2.08333513041,2.08333349228,0,1.04166759601,5.20833182335,0
0,1,15,11,2.08333161573,2.08333349228,0,1.04166577706,7.29166531563,0
0,1,14,11,2.08333161573,2.08333349228,0,1.04166577706,5.20833182335,0
0,1,13,11,2.08333161573,2.08333349228,0,1.04166577706,3.12499833107,0
0,1,13,12,2.08333513041,2.08333349228,0,1.04166759601,3.12499833107,0
0,1,13,13,2.0833337307,2.08333349228,0,3.12500202656,3.12499833107,0
0,1,14,13,2.0833337307,2.08333349228,0,3.12500202656,5.20833182335,0
0,1,15,13,2.0833337307,2.08333349228,0,3.12500202656,7.29166531563,0
0,1,15,12,2.08333513041,2.08333349228,0,1.04166759601,7.29166531563,0
0,0,14,13,2.0833337307,2.08333349228,0,3.12500202656,5.20833182335,0
0,1,15,12,2.08333513041,2.08333349228,0,1.04166759601,7.29166531563,0
0,1,14,12,2.08333513041,2.08333349228,0,1.04166759601,5.20833182335,0
0,1,13,12,2.08333513041,2.08333349228,0,1.04166759601,3.12499833107,0
0,1,13,13,2.0833337307,2.08333349228,0,3.12500202656,3.12499833107,0
0,1,13,14,2.08333349228,2.08333349228,0,5.20833563805,3.12499833107,0
0,1,14,14,2.08333349228,2.08333349228,0,5.20833563805,5.20833182335,0
0,1,15,14,2.08333349228,2.08333349228,0,5.20833563805,7.29166531563,0
0,1,15,13,2.0833337307,2.08333349228,0,3.12500202656,7.29166531563,0
0,0,14,14,2.08333349228,2.08333349228,0,5.20833563805,5.20833182335,0
0,1,15,13,2.0833337307,2.08333349228,0,3.12500202656,7.29166531563,0
0,1,14,13,2.0833337307,2.08333349228,0,3.12500202656,5.20833182335,0
0,1,13,13,2.0833337307,2.08333349228,0,3.12500202656,3.12499833107,0
0,1,13,14,2.08333349228,2.08333349228,0,5.20833563805,3.12499833107,0
0,1,13,15,2.08333349227,2.08333349228,0,7.29166913032,3.12499833107,0
0,1,14,15,2.08333349227,2.08333349228,0,7.29166913032,5.20833182335,0
0,1,15,15,2.08333349227,2.08333349228,0,7.29166913032,7.29166531563,0
0,1,15,14,2.08333349228,2.08333349228,0,5.20833563805,7.29166531563,0
0,0,14,15,2.08333349227,2.08333349228,0,7.29166913032,5.20833182335,0
0,1,15,14,2.08333349228,2.08333349228,0,5.20833563805,7.29166531563,0
0,1,14,14,2.08333349228,2.08333349228,0,5.20833563805,5.20833182335,0
0,1,13,14,2.08333349228,2.08333349228,0,5.20833563805,3.12499833107,0
0,1,13,15,2.08333349227,2.08333349228,0,7.29166913032,3.12499833107,0
0,1,13,16,2.08333396914,2.08333349228,0,9.37500286103,3.12499833107,0
0,1,14,16,2.08333396914,2.08333349228,0,9.37500286103,5.20833182335,0
0,1,15,16,2.08333396914,2.08333349228,0,9.37500286103,7.29166531563,0
0,1,15,15,2.08333349227,2.08333349228,0,7.29166913032,7.29166531563,0
0,0,14,16,2.08333396914,2.08333349228,0,9.37500286103,5.20833182335,0
0,1,15,15,2.08333349227,2.08333349228,0,7.29166913032,7.29166531563,0
0,1,14,15,2.08333349227,2.08333349228,0,7.29166913032,5.20833182335,0
0,1,13,15,2.08333349227,2.08333349228,0,7.29166913032,3.12499833107,0
0,1,13,16,2.08333396914,2.08333349228,0,9.37500286103,3.12499833107,0
0,1,13,17,2.0833330154,2.08333349228,0,11.4583363533,3.12499833107,0
0,1,14,17,2.0833330154,2.08333349228,0,11.4583363533,5.20833182335,0
0,1,15,17,2.0833330154,2.08333349228,0,11.4583363533,7.29166531563,0
0,1,15,16,2.08333396914,2.08333349228,0,9.37500286103,7.29166531563,0
0,0,14,17,2.0833330154,2.08333349228,0,11.4583363533,5.20833182335,0
0,1,15,16,2.08333396914,2.08333349228,0,9.37500286103,7.29166531563,0
0,1,14,16,2.08333396914,2.08333349228,0,9.37500286103,5.20833182335,0
0,1,13,16,2.08333396914,2.08333349228,0,9.37500286103,3.12499833107,0
0,1,13,17,2.0833330154,2.08333349228,0,11.4583363533,3.12499833107,0
0,1,13,18,2.0833330155,2.08333349228,0,13.5416693688,3.12499833107,0
0,1,14,18,2.0833330155,2.08333349228,0,13.5416693688,5.20833182335,0
0,1,15,18,2.0833330155,2.08333349228,0,13.5416693688,7.29166531563,0
0,1,15,17,2.0833330154,2.08333349228,0,11.4583363533,7.29166531563,0
0,0,14,18,2.0833330155,2.08333349228,0,13.5416693688,5.20833182335,0
0,1,15,17,2.0833330154,2.08333349228,0,11.4583363533,7.29166531563,0
0,1,14,17,2.0833330154,2.08333349228,0,11.4583363533,5.20833182335,0
0,1,13,17,2.0833330154,2.08333349228,0,11.4583363533,3.12499833107,0
0,1,13,18,2.0833330155,2.08333349228,0,13.5416693688,3.12499833107,0
0,1,13,19,2.0833320617,2.08333349228,0,15.6250019074,3.12499833107,0
0,1,14,19,2.0833320617,2.08333349228,0,15.6250019074,5.20833182335,0
0,1,15,19,2.0833320617,2.08333349228,0,15.6250019074,7.29166531563,0
0,1,15,18,2.0833330155,2.08333349228,0,13.5416693688,7.29166531563,0
0,0,14,19,2.0833320617,2.08333349228,0,15.6250019074,5.20833182335,0
0,1,15,18,2.0833330155,2.08333349228,0,13.5416693688,7.29166531563,0
0,1,14,18,2.0833330155,2.08333349228,0,13.5416693688,5.20833182335,0
0,1,13,18,2.0833330155,2.08333349228,0,13.5416693688,3.12499833107,0
